player,course,previous total rounds,course experience,Player_initial_last,tournament id,player id,hole_par,strokes,n_rounds,made_cut,pos,tournament name,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
J.T. Poston,"Innisbrook - Palm Harbor, FL",6,Knowledgeable,J. Poston,401353255,10505,142,141,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-0.01,1.03,-0.6,-0.72,-0.29,-0.29
J.T. Poston,"La Quinta CC - La Quinta, CA",16,Experienced,J. Poston,401353233,10505,288,276,4,1,25.0,The American Express,2022-01-23,7.6,2022,0,T25,0.79,0.67,-0.39,0.23,0.51,1.24
J.T. Poston,"Memorial Park GC - Houston, TX",4,Novice,J. Poston,401353201,10505,142,145,2,0,0.0,Houston Open,2021-11-14,7.5,2022,0,CUT,-0.49,0.8,-2.54,0.44,-1.3,-1.79
J.T. Poston,"Muirfield Village Golf Club - Dublin, OH",10,Knowledgeable,J. Poston,401353224,10505,288,290,4,1,37.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,T37,0.7,-0.42,0.61,-0.3,-0.1,0.6
J.T. Poston,"PGA National - Palm Beach Gardens, FL",14,Knowledgeable,J. Poston,401353238,10505,280,283,4,1,42.0,The Honda Classic,2022-02-27,8.0,2022,0,T42,-0.07,-0.36,0.2,0.78,0.62,0.55
J.T. Poston,"Riviera Country Club - Pacific Palisades, CA",16,Experienced,J. Poston,401353237,10505,142,143,2,0,0.0,The Genesis Invitational,2022-02-20,12.0,2022,0,CUT,-0.32,-0.21,-0.74,0.48,-0.47,-0.79
J.T. Poston,"Sea Island Resort - Sea Island, GA",12,Knowledgeable,J. Poston,401353202,10505,142,146,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,-2.68,-0.25,0.11,-1.87,-2.01,-3.51
J.T. Poston,"Silverado Resort - Napa, CA",8,Knowledgeable,J. Poston,401353193,10505,144,147,2,0,0.0,Fortinet Championship,2021-09-20,7.0,2022,0,CUT,-1.6,-0.34,-0.34,0.0,-0.68,-2.28
J.T. Poston,"TPC Potomac at Avenel Farm - Potomac, MD",4,Novice,J. Poston,401353228,10505,280,278,4,1,9.0,Wells Fargo Championship,2022-05-08,9.0,2022,0,T9,0.09,0.7,0.75,0.72,2.17,2.26
J.T. Poston,"TPC San Antonio - San Antonio, TX",12,Knowledgeable,J. Poston,401353273,10505,288,284,4,1,41.0,Valero Texas Open,2022-04-03,8.6,2022,0,T41,0.8,-0.51,0.35,0.02,-0.14,0.67
J.T. Poston,"TPC Sawgrass - Ponte Vedra Beach, FL",8,Knowledgeable,J. Poston,401353254,10505,144,153,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,-0.05,0.44,-3.75,0.04,-3.27,-3.32
J.T. Poston,"TPC Scottsdale - Scottsdale, AZ",12,Knowledgeable,J. Poston,401353236,10505,284,275,4,1,23.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,T23,0.57,0.2,-0.26,0.97,0.91,1.48
J.T. Poston,"TPC Summerlin - Las Vegas, NV",14,Knowledgeable,J. Poston,401353195,10505,142,138,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,-1.33,0.15,0.89,0.07,1.11,-0.22
J.T. Poston,"Torrey Pines North - La Jolla, CA",14,Knowledgeable,J. Poston,401353234,10505,143,146,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,-1.16,-0.87,-0.8,0.61,-1.05,-2.39
J.T. Poston,"Waialae CC - Honolulu, HI",12,Knowledgeable,J. Poston,401353204,10505,280,271,4,1,42.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T42,-0.3,-0.31,0.13,0.65,0.47,0.17
James Hahn,"Colonial - Ft. Worth, TX",6,Knowledgeable,J. Hahn,401353225,5025,140,149,2,0,0.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,CUT,-0.53,-0.52,-3.2,0.06,-3.66,-4.2
James Hahn,"El Camaleon GC - Quintana Roo, Mexico",8,Knowledgeable,J. Hahn,401353200,5025,284,273,4,1,27.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
James Hahn,"Harbour Town Golf Links - Hilton Head Island, SC",10,Knowledgeable,J. Hahn,401353231,5025,142,143,2,0,0.0,RBC Heritage,2022-04-17,8.0,2022,0,CUT,-0.51,0.35,0.08,0.02,0.45,-0.06
James Hahn,"Innisbrook - Palm Harbor, FL",6,Knowledgeable,J. Hahn,401353255,5025,142,141,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-1.43,1.59,-1.66,1.2,1.14,-0.29
James Hahn,"La Quinta CC - La Quinta, CA",19,Experienced,J. Hahn,401353233,5025,216,212,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,-1.23,-0.9,2.35,1.05,2.5,0.46
James Hahn,"Memorial Park GC - Houston, TX",4,Novice,J. Hahn,401353201,5025,142,142,2,0,0.0,Houston Open,2021-11-14,7.5,2022,0,CUT,-0.74,0.55,-0.55,0.46,0.45,-0.29
James Hahn,"Riviera Country Club - Pacific Palisades, CA",22,Experienced,J. Hahn,401353237,5025,284,283,4,1,61.0,The Genesis Invitational,2022-02-20,12.0,2022,0,T61,-1.01,0.03,0.04,0.58,0.65,-0.36
James Hahn,"Silverado Resort - Napa, CA",10,Knowledgeable,J. Hahn,401353193,5025,144,142,2,0,0.0,Fortinet Championship,2021-09-20,7.0,2022,0,CUT,-1.93,-0.5,1.67,0.97,2.15,0.22
James Hahn,"TPC Craig Ranch - McKinney, TX",2,Novice,J. Hahn,401353227,5025,288,267,4,1,9.0,AT&T Byron Nelson,2022-05-15,9.1,2022,0,T9,-0.64,-0.3,2.13,1.1,2.92,2.28
James Hahn,"TPC Potomac at Avenel Farm - Potomac, MD",8,Knowledgeable,J. Hahn,401353228,5025,280,278,4,1,9.0,Wells Fargo Championship,2022-05-08,9.0,2022,0,T9,1.96,0.33,-0.22,0.19,0.3,2.26
James Hahn,"TPC San Antonio - San Antonio, TX",4,Novice,J. Hahn,401353273,5025,288,291,4,1,69.0,Valero Texas Open,2022-04-03,8.6,2022,0,T69,-0.84,-0.02,-0.27,0.04,-0.24,-1.08
James Hahn,"TPC Sawgrass - Ponte Vedra Beach, FL",16,Experienced,J. Hahn,401353254,5025,144,153,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,-0.71,0.1,-2.32,-0.4,-2.61,-3.32
James Hahn,"TPC Scottsdale - Scottsdale, AZ",26,Experienced,J. Hahn,401353236,5025,142,144,2,0,0.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,CUT,-0.88,0.48,-0.32,-0.86,-0.71,-1.58
James Hahn,"TPC Summerlin - Las Vegas, NV",22,Experienced,J. Hahn,401353195,5025,142,138,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,0.07,0.27,-0.14,-0.41,-0.29,-0.22
James Hahn,"Torrey Pines North - La Jolla, CA",18,Experienced,J. Hahn,401353234,5025,143,142,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,0.35,1.24,2.0,-0.34,2.9,0.17
Jamie Lovemark,"Silverado Resort - Napa, CA",16,Experienced,J. Lovemark,401353193,1676,144,144,2,0,0.0,Fortinet Championship,2021-09-20,7.0,2022,0,CUT,-0.06,-1.02,0.64,-0.35,-0.72,-0.78
Jason Bohn,"Grand Reserve Country Club - Rio Grande, Puerto Rico",6,Knowledgeable,J. Bohn,401353253,1173,144,144,2,0,0.0,Puerto Rico Open,2022-03-06,3.7,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Bohn,"Port Royal GC - Southampton Parish, Bermuda",2,Novice,J. Bohn,401353199,1173,142,146,2,0,0.0,Bermuda Championship,2021-10-31,6.5,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Day,"Innisbrook - Palm Harbor, FL",2,Novice,J. Day,401353255,1680,142,142,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-0.78,-0.14,0.62,-0.5,-0.01,-0.8
Jason Day,"Memorial Park GC - Houston, TX",4,Novice,J. Day,401353201,1680,284,285,4,1,54.0,Houston Open,2021-11-14,7.5,2022,0,T54,0.24,0.03,-0.19,-0.48,-0.64,-0.4
Jason Day,"Muirfield Village Golf Club - Dublin, OH",24,Experienced,J. Day,401353224,1680,288,288,4,1,31.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,31,1.04,0.81,-0.87,0.13,0.06,1.1
Jason Day,"Pebble Beach Resort - Pebble Beach, CA",32,Experienced,J. Day,401353235,1680,287,278,4,1,24.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,T24,0.64,0.5,-0.66,-0.27,-0.42,1.68
Jason Day,"Sea Island Resort - Sea Island, GA",4,Novice,J. Day,401353202,1680,142,139,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,0.04,0.88,-0.17,1.21,1.92,0.33
Jason Day,"TPC Craig Ranch - McKinney, TX",2,Novice,J. Day,401353227,1680,288,275,4,1,51.0,AT&T Byron Nelson,2022-05-15,9.1,2022,0,T51,0.96,0.38,-1.04,-0.01,-0.68,0.28
Jason Day,"TPC Sawgrass - Ponte Vedra Beach, FL",22,Experienced,J. Day,401353254,1680,144,147,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,0.76,-0.44,-0.65,0.01,-1.08,-0.32
Jason Day,"Torrey Pines North - La Jolla, CA",22,Experienced,J. Day,401353234,1680,285,274,4,1,3.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,T3,1.31,0.3,0.41,0.38,1.08,2.65
Jason Dufner,"Colonial - Ft. Worth, TX",24,Experienced,J. Dufner,401353225,110,140,143,2,0,0.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,CUT,-0.76,0.44,-0.1,-0.78,-0.44,-1.2
Jason Dufner,"La Quinta CC - La Quinta, CA",21,Experienced,J. Dufner,401353233,110,288,278,4,1,40.0,The American Express,2022-01-23,7.6,2022,0,T40,1.33,-0.69,0.83,-0.38,-0.24,1.57
Jason Dufner,"Memorial Park GC - Houston, TX",2,Novice,J. Dufner,401353201,110,142,142,2,0,0.0,Houston Open,2021-11-14,7.5,2022,0,CUT,0.79,-1.25,-0.51,0.69,-1.08,-0.29
Jason Dufner,"Muirfield Village Golf Club - Dublin, OH",30,Experienced,J. Dufner,401353224,110,144,150,2,0,0.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,CUT,0.04,-0.34,-1.47,-0.26,-2.08,-2.04
Jason Dufner,"PGA National - Palm Beach Gardens, FL",26,Experienced,J. Dufner,401353238,110,140,148,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,-1.86,0.05,-0.67,-0.1,-0.71,-2.58
Jason Dufner,"Port Royal GC - Southampton Parish, Bermuda",4,Novice,J. Dufner,401353199,110,142,143,2,0,0.0,Bermuda Championship,2021-10-31,6.5,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Dufner,"Silverado Resort - Napa, CA",8,Knowledgeable,J. Dufner,401353193,110,288,282,4,1,42.0,Fortinet Championship,2021-09-20,7.0,2022,0,T42,-0.34,0.11,0.51,0.15,0.77,0.43
Jason Dufner,"TPC Scottsdale - Scottsdale, AZ",6,Knowledgeable,J. Dufner,401353236,110,142,152,2,0,0.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,CUT,-1.97,-0.2,-1.77,-1.64,-3.61,-5.58
Jason Dufner,"Torrey Pines North - La Jolla, CA",8,Knowledgeable,J. Dufner,401353234,110,143,143,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,1.45,1.09,1.32,-0.63,1.79,-0.33
Jason Kokrak,"Augusta National Golf Club - Augusta, GA",6,Knowledgeable,J. Kokrak,401353232,3317,288,290,4,1,14.0,Masters Tournament,2022-04-10,15.0,2022,0,T14,0.49,0.53,-0.7,1.04,0.86,1.35
Jason Kokrak,"Bay Hill - Orlando, FL",22,Experienced,J. Kokrak,401353239,3317,288,292,4,1,26.0,Arnold Palmer Invitational Pres. by Mastercard,2022-03-06,12.0,2022,0,T26,1.02,0.02,0.1,-0.09,0.03,1.04
Jason Kokrak,"Colonial - Ft. Worth, TX",20,Experienced,J. Kokrak,401353225,3317,280,288,4,1,67.0,Charles Schwab Challenge,2022-05-29,8.4,2022,0,67,-0.86,-1.23,0.45,0.51,-0.27,-1.13
Jason Kokrak,"Harbour Town Golf Links - Hilton Head Island, SC",18,Experienced,J. Kokrak,401353231,3317,284,278,4,1,35.0,RBC Heritage,2022-04-17,8.0,2022,0,T35,0.13,0.21,0.12,0.49,0.82,0.95
Jason Kokrak,"Innisbrook - Palm Harbor, FL",18,Experienced,J. Kokrak,401353255,3317,142,145,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-1.86,0.13,-0.77,0.2,-0.43,-2.29
Jason Kokrak,"Kapalua Resort - Kapalua, HI",4,Novice,J. Kokrak,401353203,3317,292,285,4,1,38.0,Sentry Tournament of Champions,2022-01-09,8.2,2022,1,38,-1.31,-0.17,-1.07,-0.48,-1.72,-3.03
Jason Kokrak,"Riviera Country Club - Pacific Palisades, CA",26,Experienced,J. Kokrak,401353237,3317,284,278,4,1,26.0,The Genesis Invitational,2022-02-20,12.0,2022,0,T26,1.21,-0.34,0.28,-0.26,-0.32,0.89
Jason Kokrak,"TPC Sawgrass - Ponte Vedra Beach, FL",17,Experienced,J. Kokrak,401353254,3317,288,289,4,1,53.0,The Players Championship,2022-03-13,20.0,2022,0,T53,0.3,0.12,0.26,-0.58,-0.21,0.09
Jason Kokrak,"TPC Summerlin - Las Vegas, NV",24,Experienced,J. Kokrak,401353195,3317,142,138,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,-0.78,0.1,0.66,-0.21,0.55,-0.22
Jason Kokrak,"Waialae CC - Honolulu, HI",12,Knowledgeable,J. Kokrak,401353204,3317,280,266,4,1,17.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T17,0.34,-0.1,0.55,0.63,1.08,1.42
Jerry Kelly,"Waialae CC - Honolulu, HI",24,Experienced,J. Kelly,401353204,243,140,140,2,0,0.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,CUT,0.63,0.23,-1.97,-0.76,-2.51,-1.87
Jhonattan Vegas,"Corales Puntacana GC - Punta Cana, Dominican Republic",10,Knowledgeable,J. Vegas,401353294,1030,288,273,4,1,4.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonattan Vegas,"El Camaleon GC - Quintana Roo, Mexico",24,Experienced,J. Vegas,401353200,1030,142,139,2,0,0.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonattan Vegas,"Innisbrook - Palm Harbor, FL",2,Novice,J. Vegas,401353255,1030,284,277,4,1,27.0,Valspar Championship,2022-03-20,7.8,2022,0,T27,0.73,-1.28,1.25,0.3,0.26,0.99
Jhonattan Vegas,"La Quinta CC - La Quinta, CA",21,Experienced,J. Vegas,401353233,1030,216,211,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,-1.83,-0.87,-0.6,0.99,-0.48,-0.32
Jhonattan Vegas,"Memorial Park GC - Houston, TX",4,Novice,J. Vegas,401353201,1030,284,279,4,1,26.0,Houston Open,2021-11-14,7.5,2022,0,T26,-0.56,0.13,0.24,1.28,1.65,1.1
Jhonattan Vegas,"Muirfield Village Golf Club - Dublin, OH",10,Knowledgeable,J. Vegas,401353224,1030,288,290,4,1,37.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,T37,-0.28,0.11,0.46,0.3,0.88,0.6
Jhonattan Vegas,"PGA National - Palm Beach Gardens, FL",22,Experienced,J. Vegas,401353238,1030,280,283,4,1,42.0,The Honda Classic,2022-02-27,8.0,2022,0,T42,0.44,-0.21,0.48,-0.17,0.1,0.55
Jhonattan Vegas,"Riviera Country Club - Pacific Palisades, CA",14,Knowledgeable,J. Vegas,401353237,1030,284,282,4,1,55.0,The Genesis Invitational,2022-02-20,12.0,2022,0,T55,-1.14,-0.12,0.97,0.17,1.03,-0.11
Jhonattan Vegas,"Sea Island Resort - Sea Island, GA",6,Knowledgeable,J. Vegas,401353202,1030,282,270,4,1,12.0,The RSM Classic,2021-11-21,7.2,2022,0,T12,0.71,0.34,-0.46,0.63,0.51,2.09
Jhonattan Vegas,"TPC Craig Ranch - McKinney, TX",4,Novice,J. Vegas,401353227,1030,288,276,4,1,59.0,AT&T Byron Nelson,2022-05-15,9.1,2022,0,T59,-0.64,0.3,-0.4,0.77,0.68,0.03
Jhonattan Vegas,"TPC Potomac at Avenel Farm - Potomac, MD",2,Novice,J. Vegas,401353228,1030,280,279,4,1,15.0,Wells Fargo Championship,2022-05-08,9.0,2022,0,T15,0.61,0.33,2.51,-1.45,1.4,2.01
Jhonattan Vegas,"TPC San Antonio - San Antonio, TX",18,Experienced,J. Vegas,401353273,1030,288,281,4,1,18.0,Valero Texas Open,2022-04-03,8.6,2022,0,T18,-0.44,0.83,0.07,0.96,1.86,1.42
Jhonattan Vegas,"TPC Sawgrass - Ponte Vedra Beach, FL",22,Experienced,J. Vegas,401353254,1030,144,147,2,0,0.0,The Players Championship,2022-03-13,20.0,2022,0,CUT,1.08,-0.45,-1.69,0.73,-1.4,-0.32
Jhonattan Vegas,"Torrey Pines North - La Jolla, CA",22,Experienced,J. Vegas,401353234,1030,285,282,4,1,39.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,T39,0.48,-1.09,0.77,0.89,0.57,0.65
Jim Furyk,"Harbour Town Golf Links - Hilton Head Island, SC",16,Experienced,J. Furyk,401353231,153,142,151,2,0,0.0,RBC Heritage,2022-04-17,8.0,2022,0,CUT,-0.96,0.11,-0.75,-2.46,-3.1,-4.06
Jim Furyk,"Waialae CC - Honolulu, HI",4,Novice,J. Furyk,401353204,153,280,271,4,1,42.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T42,0.81,-0.02,0.27,-0.89,-0.63,0.17
Jim Herman,"Harbour Town Golf Links - Hilton Head Island, SC",14,Knowledgeable,J. Herman,401353231,3598,284,283,4,1,56.0,RBC Heritage,2022-04-17,8.0,2022,0,T56,-0.75,0.13,-0.23,0.56,0.45,-0.3
Jim Herman,"Innisbrook - Palm Harbor, FL",8,Knowledgeable,J. Herman,401353255,3598,142,144,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,-0.01,-0.45,-1.31,-0.03,-1.78,-1.79
Jim Herman,"La Quinta CC - La Quinta, CA",14,Knowledgeable,J. Herman,401353233,3598,216,218,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,-1.78,0.0,-0.57,-0.37,-0.95,-1.54
Jim Herman,"PGA National - Palm Beach Gardens, FL",18,Experienced,J. Herman,401353238,3598,140,147,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,-1.4,-0.49,-0.85,0.66,-0.68,-2.08
Jim Herman,"Sea Island Resort - Sea Island, GA",24,Experienced,J. Herman,401353202,3598,282,277,4,1,47.0,The RSM Classic,2021-11-21,7.2,2022,0,T47,-0.34,0.22,-0.54,-0.34,-0.66,0.17
Jim Herman,"Silverado Resort - Napa, CA",4,Novice,J. Herman,401353193,3598,288,282,4,1,42.0,Fortinet Championship,2021-09-20,7.0,2022,0,T42,0.65,-0.48,0.33,-0.06,-0.22,0.43
Jim Herman,"TPC Potomac at Avenel Farm - Potomac, MD",2,Novice,J. Herman,401353228,3598,140,141,2,0,0.0,Wells Fargo Championship,2022-05-08,9.0,2022,0,CUT,1.37,-0.56,-1.24,1.01,-0.79,0.58
Jim Herman,"TPC San Antonio - San Antonio, TX",8,Knowledgeable,J. Herman,401353273,3598,288,294,4,1,71.0,Valero Texas Open,2022-04-03,8.6,2022,0,T71,-0.88,0.01,-0.4,-0.57,-0.95,-1.83
Jim Herman,"TPC Summerlin - Las Vegas, NV",10,Knowledgeable,J. Herman,401353195,3598,142,139,2,0,0.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,CUT,0.47,-0.04,-0.18,-0.97,-1.19,-0.72
Jim Herman,"Torrey Pines North - La Jolla, CA",14,Knowledgeable,J. Herman,401353234,3598,143,142,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,0.73,-0.27,0.31,1.01,1.05,-0.39
Jim Herman,"Waialae CC - Honolulu, HI",20,Experienced,J. Herman,401353204,3598,140,141,2,0,0.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,CUT,-1.79,-0.84,0.23,0.18,-0.58,-2.37
Jim Knous,"Corales Puntacana GC - Punta Cana, Dominican Republic",4,Novice,J. Knous,401353294,6894,288,288,4,1,58.0,Corales Puntacana Resort & Club Championship,2022-03-27,3.7,2022,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Knous,"PGA National - Palm Beach Gardens, FL",2,Novice,J. Knous,401353238,6894,140,147,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,0.56,0.1,-3.14,0.4,-2.64,-2.08
Jim Knous,"Pebble Beach Resort - Pebble Beach, CA",5,Knowledgeable,J. Knous,401353235,6894,215,215,3,1,0.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,CUT,0.91,-0.71,0.14,0.43,-0.14,-0.64
Jim Knous,"Silverado Resort - Napa, CA",6,Knowledgeable,J. Knous,401353193,6894,288,276,4,1,11.0,Fortinet Championship,2021-09-20,7.0,2022,0,T11,0.84,1.79,-0.51,-0.19,1.09,1.93
Jim Knous,"Torrey Pines North - La Jolla, CA",6,Knowledgeable,J. Knous,401353234,6894,143,143,2,0,0.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,CUT,1.22,2.03,-0.83,-0.17,1.03,-0.33
Jim Knous,"Waialae CC - Honolulu, HI",4,Novice,J. Knous,401353204,6894,280,273,4,1,55.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,T55,-0.1,0.11,-0.2,-0.14,-0.23,-0.33
Jimmy Walker,"Country Club of Jackson - Jackson, MS",6,Knowledgeable,J. Walker,401353194,446,288,278,4,1,45.0,Sanderson Farms Championship,2021-10-03,7.0,2022,0,T45,0.87,-0.48,0.97,-1.16,-0.66,0.21
Jimmy Walker,"Innisbrook - Palm Harbor, FL",4,Novice,J. Walker,401353255,446,142,141,2,0,0.0,Valspar Championship,2022-03-20,7.8,2022,0,CUT,0.08,-0.1,-0.33,0.05,-0.38,-0.29
Jimmy Walker,"La Quinta CC - La Quinta, CA",10,Knowledgeable,J. Walker,401353233,446,216,218,3,1,0.0,The American Express,2022-01-23,7.6,2022,0,CUT,0.09,-0.55,-1.07,-0.2,-1.82,-1.54
Jimmy Walker,"Memorial Park GC - Houston, TX",2,Novice,J. Walker,401353201,446,142,147,2,0,0.0,Houston Open,2021-11-14,7.5,2022,0,CUT,-1.46,0.05,-0.15,-1.24,-1.33,-2.79
Jimmy Walker,"PGA National - Palm Beach Gardens, FL",22,Experienced,J. Walker,401353238,446,140,148,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,-2.75,0.44,0.68,-0.95,0.17,-2.58
Jimmy Walker,"Pebble Beach Resort - Pebble Beach, CA",26,Experienced,J. Walker,401353235,446,287,280,4,1,33.0,AT&T Pebble Beach Pro-Am,2022-02-06,8.7,2022,0,T33,0.99,-0.88,0.67,0.42,0.22,1.18
Jimmy Walker,"TPC San Antonio - San Antonio, TX",22,Experienced,J. Walker,401353273,446,144,148,2,0,0.0,Valero Texas Open,2022-04-03,8.6,2022,0,CUT,0.04,-0.26,-0.4,-1.51,-2.15,-2.11
Jimmy Walker,"TPC Sawgrass - Ponte Vedra Beach, FL",18,Experienced,J. Walker,401353254,446,288,290,4,1,55.0,The Players Championship,2022-03-13,20.0,2022,0,T55,-1.24,0.5,0.34,0.24,1.08,-0.16
Jimmy Walker,"TPC Scottsdale - Scottsdale, AZ",10,Knowledgeable,J. Walker,401353236,446,142,143,2,0,0.0,Waste Management Phoenix Open,2022-02-13,8.2,2022,0,CUT,-0.78,0.32,-0.3,-0.32,-0.3,-1.08
Jimmy Walker,"TPC Summerlin - Las Vegas, NV",14,Knowledgeable,J. Walker,401353195,446,284,271,4,1,24.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,T24,-0.44,0.97,0.59,0.13,1.69,1.25
Jimmy Walker,"Torrey Pines North - La Jolla, CA",22,Experienced,J. Walker,401353234,446,285,283,4,1,46.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,T46,0.67,1.02,-0.77,-0.04,0.21,0.69
Jimmy Walker,"Waialae CC - Honolulu, HI",22,Experienced,J. Walker,401353204,446,280,278,4,1,65.0,Sony Open in Hawaii,2022-01-16,7.5,2022,0,65,-0.21,0.14,-0.27,-1.24,-1.36,-1.58
Joaquin Niemann,"Accordia Golf Narashino CC - Chiba, Japan",4,Novice,J. Niemann,401353197,11099,280,280,4,1,28.0,The ZOZO Championship,2021-10-24,9.95,2022,1,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Niemann,"Augusta National Golf Club - Augusta, GA",6,Knowledgeable,J. Niemann,401353232,11099,288,294,4,1,35.0,Masters Tournament,2022-04-10,15.0,2022,0,T35,-0.01,-0.42,0.4,0.39,0.37,0.35
Joaquin Niemann,"El Camaleon GC - Quintana Roo, Mexico",10,Knowledgeable,J. Niemann,401353200,11099,284,268,4,1,5.0,Mayakoba Golf Classic,2021-11-07,7.2,2022,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Niemann,"Harbour Town Golf Links - Hilton Head Island, SC",4,Novice,J. Niemann,401353231,11099,284,275,4,1,12.0,RBC Heritage,2022-04-17,8.0,2022,0,T12,0.62,0.16,0.4,0.52,1.08,1.7
Joaquin Niemann,"Muirfield Village Golf Club - Dublin, OH",16,Experienced,J. Niemann,401353224,11099,288,281,4,1,3.0,The Memorial Tournament pres. by Nationwide,2022-06-05,12.0,2022,0,T3,0.67,-0.57,1.58,1.18,2.18,2.85
Joaquin Niemann,"PGA National - Palm Beach Gardens, FL",10,Knowledgeable,J. Niemann,401353238,11099,140,143,2,0,0.0,The Honda Classic,2022-02-27,8.0,2022,0,CUT,-0.38,0.18,-0.24,0.36,0.3,-0.08
Joaquin Niemann,"Riviera Country Club - Pacific Palisades, CA",10,Knowledgeable,J. Niemann,401353237,11099,284,265,4,1,1.0,The Genesis Invitational,2022-02-20,12.0,2022,0,1,0.61,1.26,1.77,0.49,3.53,4.14
Joaquin Niemann,"Sea Island Resort - Sea Island, GA",8,Knowledgeable,J. Niemann,401353202,11099,142,142,2,0,0.0,The RSM Classic,2021-11-21,7.2,2022,0,CUT,-2.08,0.57,0.44,0.38,1.39,-1.51
Joaquin Niemann,"TPC Sawgrass - Ponte Vedra Beach, FL",4,Novice,J. Niemann,401353254,11099,288,283,4,1,22.0,The Players Championship,2022-03-13,20.0,2022,0,T22,-0.3,0.59,0.51,0.79,1.89,1.59
Joaquin Niemann,"TPC Summerlin - Las Vegas, NV",10,Knowledgeable,J. Niemann,401353195,11099,284,274,4,1,40.0,Shriners Hospital for Children Open,2021-10-10,7.0,2022,0,T40,0.8,0.0,0.09,-0.38,-0.29,0.5
Joaquin Niemann,"Torrey Pines North - La Jolla, CA",8,Knowledgeable,J. Niemann,401353234,11099,285,275,4,1,6.0,Farmers Insurance Open,2022-01-29,8.4,2022,0,T6,0.53,0.14,1.23,1.15,2.52,2.4
